Reindeer Games (2000),Reindeer Games (2000)
"Remains of the Day, The (1993)","Remains of the Day, The (1993)"
Remember the Titans (2000),Remember the Titans (2000)
Renaissance Man (1994),Renaissance Man (1994)
"Replacement Killers, The (1998)","Replacement Killers, The (1998)"
"Replacements, The (2000)","Replacements, The (2000)"
Repo Man (1984),Repo Man (1984)
Requiem for a Dream (2000),Requiem for a Dream (2000)
"Rescuers, The (1977)","Rescuers, The (1977)"
Reservoir Dogs (1992),Reservoir Dogs (1992)
Resident Evil (2002),Resident Evil (2002)
Resident Evil: Apocalypse (2004),Resident Evil: Apocalypse (2004)
"Return of the Pink Panther, The (1975)","Return of the Pink Panther, The (1975)"
Revenge of the Nerds (1984),Revenge of the Nerds (1984)
Richard III (1995),Richard III (1995)
Richie Rich (1994),Richie Rich (1994)
"Right Stuff, The (1983)","Right Stuff, The (1983)"
"Ring, The (2002)","Ring, The (2002)"
Ringu (Ring) (1998),Ringu (Ring) (1998)
Rise of the Guardians (2012),Rise of the Guardians (2012)
Rise of the Planet of the Apes (2011),Rise of the Planet of the Apes (2011)
Risky Business (1983),Risky Business (1983)
"River Runs Through It, A (1992)","River Runs Through It, A (1992)"
"River Wild, The (1994)","River Wild, The (1994)"
Road Trip (2000),Road Trip (2000)
"Road Warrior, The (Mad Max 2) (1981)","Road Warrior, The (Mad Max 2) (1981)"
"Road to El Dorado, The (2000)","Road to El Dorado, The (2000)"
Road to Perdition (2002),Road to Perdition (2002)
Rob Roy (1995),Rob Roy (1995)
Robin Hood (1973),Robin Hood (1973)
Robin Hood: Men in Tights (1993),Robin Hood: Men in Tights (1993)
Robin Hood: Prince of Thieves (1991),Robin Hood: Prince of Thieves (1991)
RoboCop (1987),RoboCop (1987)
RoboCop 2 (1990),RoboCop 2 (1990)
RoboCop 3 (1993),RoboCop 3 (1993)
Robots (2005),Robots (2005)
"Rock, The (1996)","Rock, The (1996)"
"Rocketeer, The (1991)","Rocketeer, The (1991)"
RocknRolla (2008),RocknRolla (2008)
Rocky (1976),Rocky (1976)
Rocky Balboa (2006),Rocky Balboa (2006)
"Rocky Horror Picture Show, The (1975)","Rocky Horror Picture Show, The (1975)"
Rocky II (1979),Rocky II (1979)
Rocky III (1982),Rocky III (1982)
Rocky IV (1985),Rocky IV (1985)
Rocky V (1990),Rocky V (1990)
Roger & Me (1989),Roger & Me (1989)
Rogue One: A Star Wars Story (2016),Rogue One: A Star Wars Story (2016)
Role Models (2008),Role Models (2008)
Roman Holiday (1953),Roman Holiday (1953)
Romancing the Stone (1984),Romancing the Stone (1984)
Romeo Must Die (2000),Romeo Must Die (2000)
Romeo and Juliet (1968),Romeo and Juliet (1968)
Romy and Michele's High School Reunion (1997),Romy and Michele's High School Reunion (1997)
Ronin (1998),Ronin (1998)
"Rookie, The (2002)","Rookie, The (2002)"
"Room with a View, A (1986)","Room with a View, A (1986)"
Rosemary's Baby (1968),Rosemary's Baby (1968)
Rosencrantz and Guildenstern Are Dead (1990),Rosencrantz and Guildenstern Are Dead (1990)
Rounders (1998),Rounders (1998)
Roxanne (1987),Roxanne (1987)
"Royal Tenenbaums, The (2001)","Royal Tenenbaums, The (2001)"
Rudy (1993),Rudy (1993)
Rumble in the Bronx (Hont faan kui) (1995),Rumble in the Bronx (Hont faan kui) (1995)
Run Lola Run (Lola rennt) (1998),Run Lola Run (Lola rennt) (1998)
Runaway Bride (1999),Runaway Bride (1999)
Runaway Jury (2003),Runaway Jury (2003)
"Rundown, The (2003)","Rundown, The (2003)"
"Running Man, The (1987)","Running Man, The (1987)"
Rush (2013),Rush (2013)
Rush Hour (1998),Rush Hour (1998)
Rush Hour 2 (2001),Rush Hour 2 (2001)
Rushmore (1998),Rushmore (1998)
Ruthless People (1986),Ruthless People (1986)
S.W.A.T. (2003),S.W.A.T. (2003)
SLC Punk! (1998),SLC Punk! (1998)
Sabrina (1954),Sabrina (1954)
Sabrina (1995),Sabrina (1995)
"Saint, The (1997)","Saint, The (1997)"
Salt (2010),Salt (2010)
"Sandlot, The (1993)","Sandlot, The (1993)"
"Santa Clause, The (1994)","Santa Clause, The (1994)"
Saturday Night Fever (1977),Saturday Night Fever (1977)
Save the Last Dance (2001),Save the Last Dance (2001)
Saved! (2004),Saved! (2004)
Saving Grace (2000),Saving Grace (2000)
Saving Private Ryan (1998),Saving Private Ryan (1998)
Saving Silverman (Evil Woman) (2001),Saving Silverman (Evil Woman) (2001)
Saw (2004),Saw (2004)
Saw II (2005),Saw II (2005)
Saw III (2006),Saw III (2006)
Say Anything... (1989),Say Anything... (1989)
"Scanner Darkly, A (2006)","Scanner Darkly, A (2006)"
Scarface (1983),Scarface (1983)
Scary Movie (2000),Scary Movie (2000)
Scary Movie 2 (2001),Scary Movie 2 (2001)
Scary Movie 3 (2003),Scary Movie 3 (2003)
Scary Movie 4 (2006),Scary Movie 4 (2006)
Scent of a Woman (1992),Scent of a Woman (1992)
Schindler's List (1993),Schindler's List (1993)
School of Rock (2003),School of Rock (2003)
"Science of Sleep, The (La science des rêves) (2006)","Science of Sleep, The (La science des rêves) (2006)"
Scooby-Doo (2002),Scooby-Doo (2002)
"Score, The (2001)","Score, The (2001)"
Scott Pilgrim vs. the World (2010),Scott Pilgrim vs. the World (2010)
Scream (1996),Scream (1996)
Scream 2 (1997),Scream 2 (1997)
Scream 3 (2000),Scream 3 (2000)
Screamers (1995),Screamers (1995)
Scrooged (1988),Scrooged (1988)
Seabiscuit (2003),Seabiscuit (2003)
Searching for Bobby Fischer (1993),Searching for Bobby Fischer (1993)
Secondhand Lions (2003),Secondhand Lions (2003)
"Secret Garden, The (1993)","Secret Garden, The (1993)"
"Secret Life of Walter Mitty, The (2013)","Secret Life of Walter Mitty, The (2013)"
Secret Window (2004),Secret Window (2004)
"Secret of NIMH, The (1982)","Secret of NIMH, The (1982)"
"Secret of Roan Inish, The (1994)","Secret of Roan Inish, The (1994)"
Secretary (2002),Secretary (2002)
Secrets & Lies (1996),Secrets & Lies (1996)
Sense and Sensibility (1995),Sense and Sensibility (1995)
Serendipity (2001),Serendipity (2001)
Serenity (2005),Serenity (2005)
Serial Mom (1994),Serial Mom (1994)
"Serious Man, A (2009)","Serious Man, A (2009)"
Serpico (1973),Serpico (1973)
Seven (a.k.a. Se7en) (1995),Seven (a.k.a. Se7en) (1995)
Seven Pounds (2008),Seven Pounds (2008)
Seven Psychopaths (2012),Seven Psychopaths (2012)
Seven Samurai (Shichinin no samurai) (1954),Seven Samurai (Shichinin no samurai) (1954)
Seven Years in Tibet (1997),Seven Years in Tibet (1997)
"Seventh Seal, The (Sjunde inseglet, Det) (1957)","Seventh Seal, The (Sjunde inseglet, Det) (1957)"
Sex and the City (2008),Sex and the City (2008)
"Sex, Lies, and Videotape (1989)","Sex, Lies, and Videotape (1989)"
Sexy Beast (2000),Sexy Beast (2000)
Sgt. Bilko (1996),Sgt. Bilko (1996)
Shadow of the Vampire (2000),Shadow of the Vampire (2000)
"Shadow, The (1994)","Shadow, The (1994)"
Shadowlands (1993),Shadowlands (1993)
Shaft (2000),Shaft (2000)
Shakespeare in Love (1998),Shakespeare in Love (1998)
Shall We Dance? (Shall We Dansu?) (1996),Shall We Dance? (Shall We Dansu?) (1996)
Shallow Grave (1994),Shallow Grave (1994)
Shallow Hal (2001),Shallow Hal (2001)
Shanghai Knights (2003),Shanghai Knights (2003)
Shanghai Noon (2000),Shanghai Noon (2000)
Shaolin Soccer (Siu lam juk kau) (2001),Shaolin Soccer (Siu lam juk kau) (2001)
Shark Tale (2004),Shark Tale (2004)
Shaun of the Dead (2004),Shaun of the Dead (2004)
"Shawshank Redemption, The (1994)","Shawshank Redemption, The (1994)"
She's All That (1999),She's All That (1999)
Sherlock Holmes (2009),Sherlock Holmes (2009)
Sherlock Holmes: A Game of Shadows (2011),Sherlock Holmes: A Game of Shadows (2011)
Shine (1996),Shine (1996)
"Shining, The (1980)","Shining, The (1980)"
Shoot 'Em Up (2007),Shoot 'Em Up (2007)
Shooter (2007),Shooter (2007)
Short Circuit (1986),Short Circuit (1986)
Short Cuts (1993),Short Cuts (1993)
Showgirls (1995),Showgirls (1995)
Shrek (2001),Shrek (2001)
Shrek 2 (2004),Shrek 2 (2004)
Shrek the Third (2007),Shrek the Third (2007)
Shutter Island (2010),Shutter Island (2010)
Sicario (2015),Sicario (2015)
Sicko (2007),Sicko (2007)
Sideways (2004),Sideways (2004)
"Siege, The (1998)","Siege, The (1998)"
Signs (2002),Signs (2002)
"Silence of the Lambs, The (1991)","Silence of the Lambs, The (1991)"
Silent Hill (2006),Silent Hill (2006)
Silver Linings Playbook (2012),Silver Linings Playbook (2012)
"Simple Plan, A (1998)","Simple Plan, A (1998)"
"Simpsons Movie, The (2007)","Simpsons Movie, The (2007)"
Sin City (2005),Sin City (2005)
Singin' in the Rain (1952),Singin' in the Rain (1952)
Single White Female (1992),Single White Female (1992)
Singles (1992),Singles (1992)
Sirens (1994),Sirens (1994)
Sister Act (1992),Sister Act (1992)
Sister Act 2: Back in the Habit (1993),Sister Act 2: Back in the Habit (1993)
Six Days Seven Nights (1998),Six Days Seven Nights (1998)
Six Degrees of Separation (1993),Six Degrees of Separation (1993)
Sixteen Candles (1984),Sixteen Candles (1984)
"Sixth Sense, The (1999)","Sixth Sense, The (1999)"
Sky Captain and the World of Tomorrow (2004),Sky Captain and the World of Tomorrow (2004)
Skyfall (2012),Skyfall (2012)
Sleeper (1973),Sleeper (1973)
Sleepers (1996),Sleepers (1996)
Sleeping Beauty (1959),Sleeping Beauty (1959)
Sleepless in Seattle (1993),Sleepless in Seattle (1993)
Sleepy Hollow (1999),Sleepy Hollow (1999)
Sliding Doors (1998),Sliding Doors (1998)
Sling Blade (1996),Sling Blade (1996)
Sliver (1993),Sliver (1993)
Slumdog Millionaire (2008),Slumdog Millionaire (2008)
Small Soldiers (1998),Small Soldiers (1998)
Small Time Crooks (2000),Small Time Crooks (2000)
Smilla's Sense of Snow (1997),Smilla's Sense of Snow (1997)
Smoke (1995),Smoke (1995)
Snake Eyes (1998),Snake Eyes (1998)
Snakes on a Plane (2006),Snakes on a Plane (2006)
Snatch (2000),Snatch (2000)
Sneakers (1992),Sneakers (1992)
Snow White and the Seven Dwarfs (1937),Snow White and the Seven Dwarfs (1937)
Snowpiercer (2013),Snowpiercer (2013)
So I Married an Axe Murderer (1993),So I Married an Axe Murderer (1993)
"Social Network, The (2010)","Social Network, The (2010)"
Solaris (2002),Solaris (2002)
Solaris (Solyaris) (1972),Solaris (Solyaris) (1972)
Some Like It Hot (1959),Some Like It Hot (1959)
Something's Gotta Give (2003),Something's Gotta Give (2003)
Son in Law (1993),Son in Law (1993)
"Sound of Music, The (1965)","Sound of Music, The (1965)"
Source Code (2011),Source Code (2011)
"South Park: Bigger, Longer and Uncut (1999)","South Park: Bigger, Longer and Uncut (1999)"
Soylent Green (1973),Soylent Green (1973)
Space Cowboys (2000),Space Cowboys (2000)
Space Jam (1996),Space Jam (1996)
Spaceballs (1987),Spaceballs (1987)
Spanglish (2004),Spanglish (2004)
"Spanish Prisoner, The (1997)","Spanish Prisoner, The (1997)"
Spartacus (1960),Spartacus (1960)
Spawn (1997),Spawn (1997)
"Specialist, The (1994)","Specialist, The (1994)"
Species (1995),Species (1995)
Spectre (2015),Spectre (2015)
Speed (1994),Speed (1994)
Speed 2: Cruise Control (1997),Speed 2: Cruise Control (1997)
Spellbound (2002),Spellbound (2002)
Sphere (1998),Sphere (1998)
Spider-Man (2002),Spider-Man (2002)
Spider-Man 2 (2004),Spider-Man 2 (2004)
Spider-Man 3 (2007),Spider-Man 3 (2007)
Spirited Away (Sen to Chihiro no kamikakushi) (2001),Spirited Away (Sen to Chihiro no kamikakushi) (2001)
Splash (1984),Splash (1984)
Spotlight (2015),Spotlight (2015)
Spy (2015),Spy (2015)
Spy Game (2001),Spy Game (2001)
Spy Hard (1996),Spy Hard (1996)
Spy Kids (2001),Spy Kids (2001)
"Spy Who Loved Me, The (1977)","Spy Who Loved Me, The (1977)"
St. Elmo's Fire (1985),St. Elmo's Fire (1985)
Stand by Me (1986),Stand by Me (1986)
Star Trek (2009),Star Trek (2009)
Star Trek Beyond (2016),Star Trek Beyond (2016)
Star Trek II: The Wrath of Khan (1982),Star Trek II: The Wrath of Khan (1982)
Star Trek III: The Search for Spock (1984),Star Trek III: The Search for Spock (1984)
Star Trek IV: The Voyage Home (1986),Star Trek IV: The Voyage Home (1986)
Star Trek Into Darkness (2013),Star Trek Into Darkness (2013)
Star Trek V: The Final Frontier (1989),Star Trek V: The Final Frontier (1989)
Star Trek VI: The Undiscovered Country (1991),Star Trek VI: The Undiscovered Country (1991)
Star Trek: First Contact (1996),Star Trek: First Contact (1996)
Star Trek: Generations (1994),Star Trek: Generations (1994)
Star Trek: Insurrection (1998),Star Trek: Insurrection (1998)
Star Trek: Nemesis (2002),Star Trek: Nemesis (2002)
Star Trek: The Motion Picture (1979),Star Trek: The Motion Picture (1979)
Star Wars: Episode I - The Phantom Menace (1999),Star Wars: Episode I - The Phantom Menace (1999)
Star Wars: Episode II - Attack of the Clones (2002),Star Wars: Episode II - Attack of the Clones (2002)
Star Wars: Episode III - Revenge of the Sith (2005),Star Wars: Episode III - Revenge of the Sith (2005)
Star Wars: Episode IV - A New Hope (1977),Star Wars: Episode IV - A New Hope (1977)
Star Wars: Episode V - The Empire Strikes Back (1980),Star Wars: Episode V - The Empire Strikes Back (1980)
Star Wars: Episode VI - Return of the Jedi (1983),Star Wars: Episode VI - Return of the Jedi (1983)
Star Wars: Episode VII - The Force Awakens (2015),Star Wars: Episode VII - The Force Awakens (2015)
Star Wars: The Last Jedi (2017),Star Wars: The Last Jedi (2017)
Stardust (2007),Stardust (2007)
Stargate (1994),Stargate (1994)
Starman (1984),Starman (1984)
Starship Troopers (1997),Starship Troopers (1997)
Starsky & Hutch (2004),Starsky & Hutch (2004)
State and Main (2000),State and Main (2000)
"Station Agent, The (2003)","Station Agent, The (2003)"
Step Brothers (2008),Step Brothers (2008)
"Stepford Wives, The (1975)","Stepford Wives, The (1975)"
"Stepford Wives, The (2004)","Stepford Wives, The (2004)"
Stigmata (1999),Stigmata (1999)
"Sting, The (1973)","Sting, The (1973)"
Stir of Echoes (1999),Stir of Echoes (1999)
Stop! Or My Mom Will Shoot (1992),Stop! Or My Mom Will Shoot (1992)
"Straight Story, The (1999)","Straight Story, The (1999)"
Strange Brew (1983),Strange Brew (1983)
Strange Days (1995),Strange Days (1995)
Stranger than Fiction (2006),Stranger than Fiction (2006)
Strangers on a Train (1951),Strangers on a Train (1951)
"Streetcar Named Desire, A (1951)","Streetcar Named Desire, A (1951)"
Strictly Ballroom (1992),Strictly Ballroom (1992)
Stripes (1981),Stripes (1981)
Striptease (1996),Striptease (1996)
Stuart Little (1999),Stuart Little (1999)
"Substitute, The (1996)","Substitute, The (1996)"
Sucker Punch (2011),Sucker Punch (2011)
Sudden Death (1995),Sudden Death (1995)
Suicide Kings (1997),Suicide Kings (1997)
Suicide Squad (2016),Suicide Squad (2016)
"Sum of All Fears, The (2002)","Sum of All Fears, The (2002)"
Summer of Sam (1999),Summer of Sam (1999)
Sunset Blvd. (a.k.a. Sunset Boulevard) (1950),Sunset Blvd. (a.k.a. Sunset Boulevard) (1950)
Sunshine (2007),Sunshine (2007)
Super 8 (2011),Super 8 (2011)
Super Mario Bros. (1993),Super Mario Bros. (1993)
Super Size Me (2004),Super Size Me (2004)
Super Troopers (2001),Super Troopers (2001)
Superbad (2007),Superbad (2007)
Superman (1978),Superman (1978)
Superman II (1980),Superman II (1980)
Superman III (1983),Superman III (1983)
Superman IV: The Quest for Peace (1987),Superman IV: The Quest for Peace (1987)
Superman Returns (2006),Superman Returns (2006)
Surrogates (2009),Surrogates (2009)
Sweeney Todd: The Demon Barber of Fleet Street (2007),Sweeney Todd: The Demon Barber of Fleet Street (2007)
"Sweet Hereafter, The (1997)","Sweet Hereafter, The (1997)"
Sweet Home Alabama (2002),Sweet Home Alabama (2002)
Swingers (1996),Swingers (1996)
"Sword in the Stone, The (1963)","Sword in the Stone, The (1963)"
Swordfish (2001),Swordfish (2001)
Sydney (Hard Eight) (1996),Sydney (Hard Eight) (1996)
Syriana (2005),Syriana (2005)
Take the Money and Run (1969),Take the Money and Run (1969)
Taken (2008),Taken (2008)
"Talented Mr. Ripley, The (1999)","Talented Mr. Ripley, The (1999)"
Tales from the Crypt Presents: Bordello of Blood (1996),Tales from the Crypt Presents: Bordello of Blood (1996)
Talk to Her (Hable con Ella) (2002),Talk to Her (Hable con Ella) (2002)
Talladega Nights: The Ballad of Ricky Bobby (2006),Talladega Nights: The Ballad of Ricky Bobby (2006)
Tangled (2010),Tangled (2010)
Tank Girl (1995),Tank Girl (1995)
"Tao of Steve, The (2000)","Tao of Steve, The (2000)"
Tarzan (1999),Tarzan (1999)
Taxi Driver (1976),Taxi Driver (1976)
Team America: World Police (2004),Team America: World Police (2004)
Ted (2012),Ted (2012)
Teenage Mutant Ninja Turtles (1990),Teenage Mutant Ninja Turtles (1990)
Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991)
Teenage Mutant Ninja Turtles III (1993),Teenage Mutant Ninja Turtles III (1993)
Tequila Sunrise (1988),Tequila Sunrise (1988)
"Terminal, The (2004)","Terminal, The (2004)"
Terminator 2: Judgment Day (1991),Terminator 2: Judgment Day (1991)
Terminator 3: Rise of the Machines (2003),Terminator 3: Rise of the Machines (2003)
Terminator Salvation (2009),Terminator Salvation (2009)
"Terminator, The (1984)","Terminator, The (1984)"
Terms of Endearment (1983),Terms of Endearment (1983)
"Texas Chainsaw Massacre, The (1974)","Texas Chainsaw Massacre, The (1974)"
Thank You for Smoking (2006),Thank You for Smoking (2006)
That Thing You Do! (1996),That Thing You Do! (1996)
The Amazing Spider-Man 2 (2014),The Amazing Spider-Man 2 (2014)
The Artist (2011),The Artist (2011)
The Butterfly Effect (2004),The Butterfly Effect (2004)
The Count of Monte Cristo (2002),The Count of Monte Cristo (2002)
The Devil's Advocate (1997),The Devil's Advocate (1997)
The Hateful Eight (2015),The Hateful Eight (2015)
The Hobbit: The Battle of the Five Armies (2014),The Hobbit: The Battle of the Five Armies (2014)
The Hunger Games (2012),The Hunger Games (2012)
The Hunger Games: Catching Fire (2013),The Hunger Games: Catching Fire (2013)
The Hunger Games: Mockingjay - Part 1 (2014),The Hunger Games: Mockingjay - Part 1 (2014)
The Imitation Game (2014),The Imitation Game (2014)
The Intern (2015),The Intern (2015)
The Interview (2014),The Interview (2014)
The Jungle Book (2016),The Jungle Book (2016)
The Lego Movie (2014),The Lego Movie (2014)
The Machinist (2004),The Machinist (2004)
The Man from U.N.C.L.E. (2015),The Man from U.N.C.L.E. (2015)
The Martian (2015),The Martian (2015)
The Nice Guys (2016),The Nice Guys (2016)
The Queen (2006),The Queen (2006)
The Revenant (2015),The Revenant (2015)
The Scorpion King (2002),The Scorpion King (2002)
The Theory of Everything (2014),The Theory of Everything (2014)
Thelma & Louise (1991),Thelma & Louise (1991)
There Will Be Blood (2007),There Will Be Blood (2007)
There's Something About Mary (1998),There's Something About Mary (1998)
"Thin Blue Line, The (1988)","Thin Blue Line, The (1988)"
"Thin Red Line, The (1998)","Thin Red Line, The (1998)"
"Thing, The (1982)","Thing, The (1982)"
Things to Do in Denver When You're Dead (1995),Things to Do in Denver When You're Dead (1995)
Thinner (1996),Thinner (1996)
"Third Man, The (1949)","Third Man, The (1949)"
Thirteen Days (2000),Thirteen Days (2000)
Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001),Thirteen Ghosts (a.k.a. Thir13en Ghosts) (2001)
"Thirteenth Floor, The (1999)","Thirteenth Floor, The (1999)"
This Is Spinal Tap (1984),This Is Spinal Tap (1984)
This Is the End (2013),This Is the End (2013)
This Means War (2012),This Means War (2012)
"Thomas Crown Affair, The (1999)","Thomas Crown Affair, The (1999)"
Thor (2011),Thor (2011)
Thor: Ragnarok (2017),Thor: Ragnarok (2017)
Thor: The Dark World (2013),Thor: The Dark World (2013)
Three Colors: Blue (Trois couleurs: Bleu) (1993),Three Colors: Blue (Trois couleurs: Bleu) (1993)
Three Colors: Red (Trois couleurs: Rouge) (1994),Three Colors: Red (Trois couleurs: Rouge) (1994)
Three Colors: White (Trzy kolory: Bialy) (1994),Three Colors: White (Trzy kolory: Bialy) (1994)
Three Days of the Condor (3 Days of the Condor) (1975),Three Days of the Condor (3 Days of the Condor) (1975)
Three Kings (1999),Three Kings (1999)
Three Men and a Baby (1987),Three Men and a Baby (1987)
"Three Musketeers, The (1993)","Three Musketeers, The (1993)"
Thunderball (1965),Thunderball (1965)
Time Bandits (1981),Time Bandits (1981)
"Time Machine, The (2002)","Time Machine, The (2002)"
"Time to Kill, A (1996)","Time to Kill, A (1996)"
Timecop (1994),Timecop (1994)
Tin Cup (1996),Tin Cup (1996)
Titan A.E. (2000),Titan A.E. (2000)
Titanic (1997),Titanic (1997)
To Catch a Thief (1955),To Catch a Thief (1955)
To Die For (1995),To Die For (1995)
To Kill a Mockingbird (1962),To Kill a Mockingbird (1962)
"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
Tombstone (1993),Tombstone (1993)
Tommy Boy (1995),Tommy Boy (1995)
Tomorrow Never Dies (1997),Tomorrow Never Dies (1997)
Tootsie (1982),Tootsie (1982)
Top Gun (1986),Top Gun (1986)
Total Recall (1990),Total Recall (1990)
Touch of Evil (1958),Touch of Evil (1958)
"Town, The (2010)","Town, The (2010)"
Toy Story (1995),Toy Story (1995)
Toy Story 2 (1999),Toy Story 2 (1999)
Toy Story 3 (2010),Toy Story 3 (2010)
Toys (1992),Toys (1992)
Trading Places (1983),Trading Places (1983)
Traffic (2000),Traffic (2000)
Training Day (2001),Training Day (2001)
Trainspotting (1996),Trainspotting (1996)
Transformers (2007),Transformers (2007)
Transformers: Dark of the Moon (2011),Transformers: Dark of the Moon (2011)
Transformers: Revenge of the Fallen (2009),Transformers: Revenge of the Fallen (2009)
Transporter 2 (2005),Transporter 2 (2005)
"Transporter, The (2002)","Transporter, The (2002)"
"Treasure of the Sierra Madre, The (1948)","Treasure of the Sierra Madre, The (1948)"
Tremors (1990),Tremors (1990)
"Triplets of Belleville, The (Les triplettes de Belleville) (2003)","Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
Tron (1982),Tron (1982)
Tron: Legacy (2010),Tron: Legacy (2010)
Tropic Thunder (2008),Tropic Thunder (2008)
Troy (2004),Troy (2004)
True Grit (2010),True Grit (2010)
True Lies (1994),True Lies (1994)
True Romance (1993),True Romance (1993)
"Truman Show, The (1998)","Truman Show, The (1998)"
"Truth About Cats & Dogs, The (1996)","Truth About Cats & Dogs, The (1996)"
Tucker & Dale vs Evil (2010),Tucker & Dale vs Evil (2010)
Turner & Hooch (1989),Turner & Hooch (1989)
Twelfth Night (1996),Twelfth Night (1996)
Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Twelve Monkeys (a.k.a. 12 Monkeys) (1995)
Twilight (2008),Twilight (2008)
Twin Peaks: Fire Walk with Me (1992),Twin Peaks: Fire Walk with Me (1992)
Twins (1988),Twins (1988)
Twister (1996),Twister (1996)
Two Weeks Notice (2002),Two Weeks Notice (2002)
U-571 (2000),U-571 (2000)
U.S. Marshals (1998),U.S. Marshals (1998)
"Ugly Truth, The (2009)","Ugly Truth, The (2009)"
Ultraviolet (2006),Ultraviolet (2006)
"Unbearable Lightness of Being, The (1988)","Unbearable Lightness of Being, The (1988)"
Unbreakable (2000),Unbreakable (2000)
Uncle Buck (1989),Uncle Buck (1989)
Under Siege (1992),Under Siege (1992)
Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory (1995)
Underworld (2003),Underworld (2003)
Underworld: Evolution (2006),Underworld: Evolution (2006)
Unforgiven (1992),Unforgiven (1992)
Universal Soldier (1992),Universal Soldier (1992)
Untitled Spider-Man Reboot (2017),Untitled Spider-Man Reboot (2017)
"Untouchables, The (1987)","Untouchables, The (1987)"
Up (2009),Up (2009)
Up Close and Personal (1996),Up Close and Personal (1996)
Up in the Air (2009),Up in the Air (2009)
"Usual Suspects, The (1995)","Usual Suspects, The (1995)"
V for Vendetta (2006),V for Vendetta (2006)
Valkyrie (2008),Valkyrie (2008)
Van Helsing (2004),Van Helsing (2004)
Vanilla Sky (2001),Vanilla Sky (2001)
Varsity Blues (1999),Varsity Blues (1999)
Vertical Limit (2000),Vertical Limit (2000)
Vertigo (1958),Vertigo (1958)
Very Bad Things (1998),Very Bad Things (1998)
Vicky Cristina Barcelona (2008),Vicky Cristina Barcelona (2008)
Victor/Victoria (1982),Victor/Victoria (1982)
"View to a Kill, A (1985)","View to a Kill, A (1985)"
Village of the Damned (1995),Village of the Damned (1995)
"Village, The (2004)","Village, The (2004)"
"Virgin Suicides, The (1999)","Virgin Suicides, The (1999)"
Virtuosity (1995),Virtuosity (1995)
Volcano (1997),Volcano (1997)
WALL·E (2008),WALL·E (2008)
Wag the Dog (1997),Wag the Dog (1997)
Waiting for Guffman (1996),Waiting for Guffman (1996)
Waiting... (2005),Waiting... (2005)
Waking Life (2001),Waking Life (2001)
Waking Ned Devine (a.k.a. Waking Ned) (1998),Waking Ned Devine (a.k.a. Waking Ned) (1998)
"Walk in the Clouds, A (1995)","Walk in the Clouds, A (1995)"
Walk the Line (2005),Walk the Line (2005)
"Walk to Remember, A (2002)","Walk to Remember, A (2002)"
Wall Street (1987),Wall Street (1987)
Wallace & Gromit in The Curse of the Were-Rabbit (2005),Wallace & Gromit in The Curse of the Were-Rabbit (2005)
Wallace & Gromit: A Close Shave (1995),Wallace & Gromit: A Close Shave (1995)
Wallace & Gromit: The Best of Aardman Animation (1996),Wallace & Gromit: The Best of Aardman Animation (1996)
Wallace & Gromit: The Wrong Trousers (1993),Wallace & Gromit: The Wrong Trousers (1993)
Wanted (2008),Wanted (2008)
War of the Worlds (2005),War of the Worlds (2005)
"War of the Worlds, The (1953)","War of the Worlds, The (1953)"
WarGames (1983),WarGames (1983)
Warm Bodies (2013),Warm Bodies (2013)
Warrior (2011),Warrior (2011)
Watchmen (2009),Watchmen (2009)
"Waterboy, The (1998)","Waterboy, The (1998)"
Waterworld (1995),Waterworld (1995)
Wayne's World (1992),Wayne's World (1992)
Wayne's World 2 (1993),Wayne's World 2 (1993)
We Were Soldiers (2002),We Were Soldiers (2002)
We're the Millers (2013),We're the Millers (2013)
Wedding Crashers (2005),Wedding Crashers (2005)
"Wedding Date, The (2005)","Wedding Date, The (2005)"
"Wedding Planner, The (2001)","Wedding Planner, The (2001)"
"Wedding Singer, The (1998)","Wedding Singer, The (1998)"
Weekend at Bernie's (1989),Weekend at Bernie's (1989)
Weird Science (1985),Weird Science (1985)
Welcome to the Dollhouse (1995),Welcome to the Dollhouse (1995)
"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)","Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
West Side Story (1961),West Side Story (1961)
Westworld (1973),Westworld (1973)
Whale Rider (2002),Whale Rider (2002)
What About Bob? (1991),What About Bob? (1991)
What Dreams May Come (1998),What Dreams May Come (1998)
What Lies Beneath (2000),What Lies Beneath (2000)
What Women Want (2000),What Women Want (2000)
What's Eating Gilbert Grape (1993),What's Eating Gilbert Grape (1993)
What's Love Got to Do with It? (1993),What's Love Got to Do with It? (1993)
When Harry Met Sally... (1989),When Harry Met Sally... (1989)
When a Man Loves a Woman (1994),When a Man Loves a Woman (1994)
Where the Wild Things Are (2009),Where the Wild Things Are (2009)
While You Were Sleeping (1995),While You Were Sleeping (1995)
Whiplash (2014),Whiplash (2014)
